Name,Category,ItemType,TrackSerials,SerialPrefix,SerialNextNumber,SerialSuffix,Description,UnitPrice,Markup,IsFixedMarkup,IsTaxInclusivePrice,Cost,SpecialTaxRate,LastVendor,VendorProductCode,VendorPrice,BarCode,ReorderPoint,ReorderQuantity,DefaultLocation,DefaultSublocation,Uom,SalesUom,SalesUomRatio1,SalesUomRatio2,PurchasingUom,PurchasingUomRatio1,PurchasingUomRatio2,ProductLength,ProductWidth,ProductHeight,ProductWeight,Remarks,SKU,Machine S/No,IsActive,,
FSA LAMP ASSEMBLY,ELITECH SPARE PARTS,Stockable,FALSE,,,,"FSA LAMP ASSEMBLY, SEM70-054",0,-100,FALSE,FALSE,17894.73684,,Elitech Group B.V (Instruments/spare parts),SEM70-054,34,DCLSP354,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
FSA OPTICAL FILTER 405NM,ELITECH SPARE PARTS,Stockable,FALSE,,,,"FSA OPTICAL FILTER 405NM, MEC27-002",0,-100,FALSE,FALSE,8421.05263,,Elitech Group B.V (Instruments/spare parts),MEC27-002,16,DCLSP342,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
FSA OPTICAL FILTER 510NM,ELITECH SPARE PARTS,Stockable,FALSE,,,,"FSA OPTICAL FILTER 510NM, MEC27-003",0,-100,FALSE,FALSE,8421.05263,,Elitech Group B.V (Instruments/spare parts),MEC27-003,16,DCLSP343,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
FSA OPTICAL FILTER 546NM,ELITECH SPARE PARTS,Stockable,FALSE,,,,"FSA OPTICAL FILTER 546NM, MEC27-004",0,-100,FALSE,FALSE,8421.05263,,Elitech Group B.V (Instruments/spare parts),MEC27-004,16,DCLSP344,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
FSA OPTICAL FILTER 578NM,ELITECH SPARE PARTS,Stockable,FALSE,,,,"FSA OPTICAL FILTER 578NM, MEC27-007",0,-100,FALSE,FALSE,8421.05263,,Elitech Group B.V (Instruments/spare parts),MEC27-007,16,DCLSP346,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
FSA OPTICAL FILTER 620NM,ELITECH SPARE PARTS,Stockable,FALSE,,,,"FSA OPTICAL FILTER 620NM, MEC27-006",0,-100,FALSE,FALSE,8421.05263,,Elitech Group B.V (Instruments/spare parts),MEC27-006,16,DCLSP345,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
FSA PC BOARD WITH RAM AND FLASH CARD,ELITECH SPARE PARTS,Stockable,FALSE,,,,"FSA PC BOARD WITH RAM AND FLASH CARD, SEM70-065",0,,FALSE,FALSE,0,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
FSA PELTIER CELL WITH CABLE,ELITECH SPARE PARTS,Stockable,FALSE,,,,"FSA PELTIER CELL WITH CABLE, SEM30-027",0,-100,FALSE,FALSE,16315.78947,,Elitech Group B.V (Instruments/spare parts),SEM30-027,31,DCLSP351,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
FSA PERISTALTIC PUMP WITH CABLE,ELITECH SPARE PARTS,Stockable,FALSE,,,,"FSA PERISTALTIC PUMP WITH CABLE, SEM30-028",0,-100,FALSE,FALSE,42631.57895,,Elitech Group B.V (Instruments/spare parts),SEM30-028,81,DCLSP352,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
FSA STEPPER MOTOR WITH CABLE,ELITECH SPARE PARTS,Stockable,FALSE,,,,"FSA STEPPER MOTOR WITH CABLE, SEM70-064",0,-100,FALSE,FALSE,26315.78947,,Elitech Group B.V (Instruments/spare parts),SEM70-064,50,DCLSP355,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
FSA TEMPERATURE SENSOR BOARD WITH CABLE,ELITECH SPARE PARTS,Stockable,FALSE,,,,"FSA TEMPERATURE SENSOR BOARD WITH CABLE, SEM30-035",0,-100,FALSE,FALSE,11052.63158,,Elitech Group B.V (Instruments/spare parts),SEM30-035,21,DCLSP353,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
FSA-10C03 CABLE-TO SENSOR BOARD,ELITECH SPARE PARTS,Stockable,FALSE,,,,"FSA-10C03 CABLE-TO SENSOR BOARD, EEE30-101",0,-100,FALSE,FALSE,2105.26316,,Elitech Group B.V (Instruments/spare parts),EEE30-101,4,DCLSP334,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
FSA-10C08 CABLE-FILTERS HOME SENSOR,ELITECH SPARE PARTS,Stockable,FALSE,,,,"FSA-10C08 CABLE-FILTERS HOME SENSOR, SEM30-034",0,-100,FALSE,FALSE,7000,,Elitech Group B.V (Instruments/spare parts),SEM30-034,13.3,DCLSP335,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
FSA-DRIVERS BOARD rev.2 FSA20A01,ELITECH SPARE PARTS,Stockable,FALSE,,,,FSA-DRIVERS BOARD rev.2 FSA20A01,0,-100,FALSE,FALSE,66578.94737,,Elitech Group B.V (Instruments/spare parts),EEE20-132,126.5,DCLSP332,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
FSC PC BOARD WITH RAM AND FLASH CARD,ELITECH SPARE PARTS,Stockable,FALSE,,,,,0,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
FSE-AGBL,LABTECH,Stockable,FALSE,,,,Recertification charges for iScan SN N0634 and MiSeq SN M01685,3450000,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
FSH,DIASOURCE,Stockable,FALSE,,,,"FSH, 96 TEST,KAPD1288",96000,334.2857192,FALSE,FALSE,22105.26291,,Diasource ImmunoAssays® S.A.,KAPD1288,42,DCLCCR1141,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,,,TRUE,,
"FSH CHECK-1,   PK ",Veda lab,Stockable,FALSE,,,,"FSH CHECK-1, 11091, Exp: 019/07, Lot:29117-10",21090,52.67340271,FALSE,FALSE,13813.80098,,VEDA-LAB,11091,23.2,DCLCCR1163,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,packs,,1,1,,1,1,,,,,,,,TRUE,,
FSH KIT,Fine Care,Stockable,FALSE,,,,FINE CARE/CASSETTE/WHOLE BLOOD,0,-100,FALSE,FALSE,26551.7576,,"GUANGZHOU WONDFO BIOTECH CO., LTD",25 PCS/PK,50,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
"FSH KIT, 96 TESTS  ",Adaltis,Stockable,FALSE,,,,"FSH KIT, LI4013F1, 96 TESTS ",66780,0,FALSE,FALSE,66780,,Adaltis S.r.l.,L14013F1,53,DCLCCR1110,2,5,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,,,TRUE,,
FSP350-60GLC POWER SUPPLY GROUP FSA,ELITECH SPARE PARTS,Stockable,FALSE,,,,"FSP350-60GLC POWER SUPPLY UNIT, SEM70-088",0,-100,FALSE,FALSE,57894.73684,,Elitech Group B.V (Instruments/spare parts),SEM70-088,110,DCLSP336,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
FT3 MINIVIDAS,BioMérieux,Stockable,FALSE,,,,60 TEST 30402,0,-100,FALSE,FALSE,49568.42102,,BIOMERIEUX,30402,94.18,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
FT4 MINIVIDAS,BioMérieux,Stockable,FALSE,,,,60 TESTS,0,-100,FALSE,FALSE,55789.47365,,BIOMERIEUX,30459,106,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
Fully automated chemistry analyzer (200tests/hr) Without ISE,PKL,Stockable,FALSE,,,,"Make: PKL Model: PPC 125
Throughput: 120test/hr
Sample rotor: 25 samples position
Test Menu: General Clinical Chemistry, Special Proteins, Drugs of Abuse, Therapeutic Drugs
Country of Origin: Italy
",5500000,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
"FULLY AUTOMATED HBA1C ANALYZER, HEMO ONE",Adaltis,Stockable,FALSE,,,,"FULLY AUTOMATED HBA1C ANALYZER, HEMO ONE. PARAMETERS: HBA1C, MICROALBUMIN,GLUCOSE.",4690000,0,FALSE,FALSE,4690000,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
Fully Automated Hematology Analyzer (3 Part Diff),EDAN INSTRUMENTS INC,Stockable,FALSE,,,,"Make: EDAN Model: H-30
Reagent: Uses only 3 reagents
External Bar Code Scanner
Colour touch Screen
",1860000,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
Fully automated Hematology analyzer system 5-part diff ,EDAN INSTRUMENTS INC,Stockable,FALSE,,,,"Specifications
60 samples per hour.
Reagents: Uses 3 reagents only
Display/operations: A color touch screen with intuitive icons and on-screen keyboard.
Country of origin: USA
",6821000,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
Fully automated Hematology analyzer system 5-part diff with Reticulocyte,Urit,Stockable,FALSE,,,,"Make: Urit
Model: 5250
Parameters: 28 parameters 5 part diff with reticulocytes
Speed: 60 samples per hour.
Display/operations: A color touch screen with intuitive icons and on- screen keyboard.
Printer: Inclusive
",7821000,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
FULLY AUTOMATED HORMONAL ASSAY,BioMérieux,Stockable,FALSE,,,,"Make: Biomerieux
Model: Mini Vidas
Operation: Fully automated
Parameters: Thyroid and Fertility hormones, tumor markers, infectious disease confirmation (HIV, HV, Syphilis), autoimmune diseases....research.
Country of manufacture: France
",9770000,,FALSE,FALSE,0,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
FULLY AUTOMATED IMMUNOLOGY ANALYZER (ADALTIS PLAB),Adaltis,Stockable,FALSE,,,,"Make: Adaltis
Model: PLB
Operation: Fully automated
Parameters: Thyroid and Fertility hormones, tumor markers, infectious disease confirmation (HIV, HV, Syphilis), autoimmune diseases, Ebola... research.
Country of manufacture: Italy
",13600000,,FALSE,FALSE,0,,Adaltis S.r.l.,,0,,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,MODEL- PLAB,,TRUE,,
FUME HOOD CABINET FH1000(P) ,BIOBASE,Stockable,FALSE,,,,FH1000(P),0,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
FUME HOOD FOR MTP/MSN,SLEE,Stockable,FALSE,,,,Adjustable transperent fume hood,0,-100,FALSE,FALSE,435328.9474,,SLEE medical GmbH,11000220,1270,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
FUSE,Erma,Stockable,FALSE,,,,,0,,FALSE,FALSE,0,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
"FUSE KIT,  PC ",Gesan,Stockable,FALSE,,,, PC,0,,FALSE,FALSE,0,,Gesan,,0,DCLSP193,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,,,TRUE,,
"FUSE, PCS   ",ELITECH SPARE PARTS,Stockable,FALSE,,,,"FUSE, 3348-168",780,0,FALSE,FALSE,780,,Elitech Group B.V (Instruments/spare parts),,0,,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,,,TRUE,,
"FX 2.0ML, 10PK/CTN ",BD,Stockable,FALSE,,,,10PK/CTN,0,,FALSE,FALSE,0,,BD International,,0,,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,,,TRUE,,
"FX 40 ACCESSORIES, CTN ",BD,Stockable,FALSE,,,,FX 40 Accessories,0,,FALSE,FALSE,0,,BD International,,0,,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,packs,,1,1,,1,1,,,,,,,,TRUE,,
G H Obanlinku,MINI VIDAS ,Stockable,FALSE,,,,2 times PPM plus unlimited service calls,3967220,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
"G6PD, 10TEST ",Vitro Scient,Stockable,FALSE,,,,10test,0,,FALSE,FALSE,0,,Vitro Scient,DCLSKU1510,0,,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,DCLSKU1510,,TRUE,,
GAMMA GT 2X62.5 ML,Elitech,Stockable,FALSE,,,,"GAMMA GT 2X62.5 ML, GISL-0400",0,,FALSE,FALSE,0,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
GAMMA GT 4X62.5 ML,Elitech,Stockable,FALSE,,,,GAMMA GT-SL GASL-0420,19965,174.0285853,FALSE,FALSE,7285.73626,,Elitech Distribution (Reagents),GASL-0420,13.29,DCLCCR1358,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
GAMMA GT PLUS SL 8X25,Elitech,Stockable,FALSE,,,,Gamma GT 8X25ML,31850.16,0,FALSE,FALSE,31850.16,,Elitech Distribution (Reagents),GASL-0420,0,DCLCCR1111,10,20,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,,,TRUE,,
"GAS FAUCET, PCS ",SUNSHINE MEDICAL,Stockable,FALSE,,,,pcs,0,,FALSE,FALSE,0,,"SunShine Medical Equipment Co., Ltd.",,0,,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,pcs.,,1,1,,1,1,,,,,,,,TRUE,,
"GAS TAP,   PC   ",SUNSHINE MEDICAL,Stockable,FALSE,,,,  pc  ,0,,FALSE,FALSE,0,,"SunShine Medical Equipment Co., Ltd.",,0,,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,pcs.,,1,1,,1,1,,,,,,,,TRUE,,
"GAS VALVE, UNT   ",SUNSHINE MEDICAL,Stockable,FALSE,,,,UNT  ,0,,FALSE,FALSE,0,,"SunShine Medical Equipment Co., Ltd.",,0,,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,,,TRUE,,
GAUZE ROLL ,GENERAL CONSUMABLES,Stockable,FALSE,,,,GAUZE ROLL,0,-100,FALSE,FALSE,3200,,KINGS SCIENCE WARES NIGERIA LTD,,3200,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
"G-CAL TUBE, BTL ",MYTHIC SPARE PARTS,Stockable,FALSE,,,,G-CAL TUBE 2.5ML,0,-100,FALSE,FALSE,5640.67631,,Orphee SA,G-CAL,10.3,,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,,1,1,,1,1,,,,,,,,TRUE,,
Gel Documentation system for PCR ,SYNGENE,Stockable,FALSE,,,,"Make: Syngene
Model: NuGenius+
Country of Manufacturer: UK
",3320000,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
GEL SEPARATOR + CLOT ACTIVATOR 5ML,FL MEDICAL S.R.L,Stockable,FALSE,,,,SST 13*100MM,0,,FALSE,FALSE,0,,,,,DCLCH1020,0,,,,packs,,1,1,,1,1,,,,,,43726,,TRUE,,
Gem Premier BLOOD ANALYSIS SYSTEM,ISTAT,Stockable,FALSE,,,,"MODEL:Gem Premier 4000 with Iqm/SKYLA/ISTAT
Measured Parameters: pH, pCO2, pO2, Na+, K+, Ca++, Cl-, Glu, Lac, Hct, tHb, O2Hb, COHb, MetHb, Total Bili, BUN, Creat, tCO
",3950000,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
GENBAG ANAEROBIC,BioMérieux,Stockable,FALSE,,,,GENBAG ANAEROBIC (20 SACHETS),37880,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
GENE RULER 1KB PLUS DNA LADDER,Thermofisher,Stockable,FALSE,,,,Thermoscientific gene ruler,0,,FALSE,FALSE,0,,,,,,0,,,,packs,,1,1,,1,1,,,,,,,,TRUE,,
Gene xpert HPV Kit(10 tests),Cephid,Stockable,FALSE,,,,Gene xpert HPV Kit(10 tests),0,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
General  Hospital Katsina Ala,MINI VIDAS ,Stockable,FALSE,,,,2 times PPM plus unlimited service calls,1983610,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
General Hospital  Kontagoro,LABJENIKS RGT & MACHINES,Stockable,FALSE,,,,,0,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
General Hospital  Onitsha,MINI VIDAS ,Stockable,FALSE,,,,2 times PPM plus unlimited service calls,1983610,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
General Hospital Abudu,MINI VIDAS ,Stockable,FALSE,,,,2 times PPM plus unlimited service calls,1983610,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
General Hospital Agaie Niger,BIOSAN,Stockable,FALSE,,,,2 times PPM plus unlimited service calls,0,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
General Hospital Agberagba Benue,BIOSAN,Stockable,FALSE,,,,2 times PPM plus unlimited service calls,0,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
General Hospital Agbowa Lagos,BIOSAN,Stockable,FALSE,,,,2 times PPM plus unlimited service calls,0,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
General Hospital Alkaleri Bauchi,BIOSAN,Stockable,FALSE,,,,2 times PPM plus unlimited service calls,0,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
General hospital Bori,MINI VIDAS ,Stockable,FALSE,,,,2 times PPM plus unlimited service calls,1983610,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
General hospital Daura,MINI VIDAS ,Stockable,FALSE,,,,2 times PPM plus unlimited service calls,1983610,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
General Hospital Epe,LABJENIKS RGT & MACHINES,Stockable,FALSE,,,,,0,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
General Hospital Eruwa Oyo,BIOSAN,Stockable,FALSE,,,,2 times PPM plus unlimited service calls,0,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
General Hospital Gamawa Bauchi,BIOSAN,Stockable,FALSE,,,,2 times PPM plus unlimited service calls,0,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
General Hospital Gboko,BIOSAN,Stockable,FALSE,,,,3 times PPM plus unlimited service calls,0,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
General Hospital Gumel,MINI VIDAS ,Stockable,FALSE,,,,2 times PPM plus unlimited service calls,1983610,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
General Hospital Ijebu Ife,MINI VIDAS ,Stockable,FALSE,,,,2 times PPM plus unlimited service calls,1983610,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
General Hospital Ikorodu,LABJENIKS RGT & MACHINES,Stockable,FALSE,,,,,0,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
General Hospital Ilela,MINI VIDAS ,Stockable,FALSE,,,,,0,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
General Hospital Illela Sokoto,BIOSAN,Stockable,FALSE,,,,2 times PPM plus unlimited service calls,0,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
General Hospital Isa Sokoto,BIOSAN,Stockable,FALSE,,,,2 times PPM plus unlimited service calls,0,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
General Hospital Isolo,LABJENIKS RGT & MACHINES,Stockable,FALSE,,,,,0,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
General Hospital Katsina Ala,LABJENIKS RGT & MACHINES,Stockable,FALSE,,,,,0,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
General Hospital Konduga Borno,BIOSAN,Stockable,FALSE,,,,1 times PPM plus unlimited service calls,0,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
General Hospital Kontagora Niger,BIOSAN,Stockable,FALSE,,,,2 times PPM plus unlimited service calls,0,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
General Hospital Kumo,LABJENIKS RGT & MACHINES,Stockable,FALSE,,,,,0,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
General Hospital Lantang Plateau,BIOSAN,Stockable,FALSE,,,,2 times PPM plus unlimited service calls,0,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
General Hospital Mongonu Borno,BIOSAN,Stockable,FALSE,,,,1 times PPM plus unlimited service calls,0,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
General Hospital Nasarawa,MINI VIDAS ,Stockable,FALSE,,,,2 times PPM plus unlimited service calls,1983610,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
General Hospital Nassarawa,LABJENIKS RGT & MACHINES,Stockable,FALSE,,,,,0,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
General Hospital Ningi,MINI VIDAS ,Stockable,FALSE,,,,2 times PPM plus unlimited service calls,1983610,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
General Hospital Numan,BIOSAN,Stockable,FALSE,,,,3 times PPM plus unlimited service calls,0,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
General Hospital Obanlinku,LABJENIKS RGT & MACHINES,Stockable,FALSE,,,,,0,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
General Hospital Obi,MINI VIDAS ,Stockable,FALSE,,,,2 times PPM plus unlimited service calls,1983610,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
General Hospital Obubra C/River,BIOSAN,Stockable,FALSE,,,,2 times PPM plus unlimited service calls,0,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
General Hospital Oju,MINI VIDAS ,Stockable,FALSE,,,,2 times PPM plus unlimited service calls,1983610,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
General Hospital Onitsha,LABJENIKS RGT & MACHINES,Stockable,FALSE,,,,,0,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
General Hospital Rabah Sokoto,BIOSAN,Stockable,FALSE,,,,2 times PPM plus unlimited service calls,0,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
General Hospital Saki,MINI VIDAS ,Stockable,FALSE,,,,2 times PPM plus unlimited service calls,1983610,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
General Hospital Talata Mafara,MINI VIDAS ,Stockable,FALSE,,,,2 times PPM plus unlimited service calls,1983610,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
General Hospital Warri,MINI VIDAS ,Stockable,FALSE,,,,2 times PPM plus unlimited service calls,1983610,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
General Hospital Wudil,LABJENIKS RGT & MACHINES,Stockable,FALSE,,,,,0,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
General Hospital Wurno Sokoto,BIOSAN,Stockable,FALSE,,,,2 times PPM plus unlimited service calls,0,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
General Hospital Wuse,LABJENIKS RGT & MACHINES,Stockable,FALSE,,,,,0,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
General Hospital Zing,LABJENIKS RGT & MACHINES,Stockable,FALSE,,,,2 times PPM plus unlimited service calls,0,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
"General Hospital, Gboko",MINI VIDAS ,Stockable,FALSE,,,,2 times PPM plus unlimited service calls,3967220,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
"General Hospital, Ikara",MINI VIDAS ,Stockable,FALSE,,,,2 times PPM plus unlimited service calls,1983610,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
"General Hospital, Ikorodu",MINI VIDAS ,Stockable,FALSE,,,,2 times PPM plus unlimited service calls,1983610,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
"General Hospital, Isolo",MINI VIDAS ,Stockable,FALSE,,,,2 times PPM plus unlimited service calls,1983610,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
"General Hospital, Kotangora",MINI VIDAS ,Stockable,FALSE,,,,2 times PPM plus unlimited service calls,1983610,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
"General Hospital, Zing",MINI VIDAS ,Stockable,FALSE,,,,2 times PPM plus unlimited service calls,1983610,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
genesig easy magnetic rack for 16 samples,APDIA,Stockable,FALSE,,,,genesigEASY-MR,0,-100,FALSE,FALSE,146956.5217,,ALLIANCE GLOBAL FZ-LLC (AGBL),genesigEASY-MR,338,DCLCCR1334,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
GeneXpert,Cephid,Stockable,FALSE,,,,"Brand: GeneXpert
Model: GX-II
Country of Manufacturer: France
",16900000,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
GENEXPERT GX4-4 (NEW SKIN) WITH DESKTOP,Cephid,Stockable,FALSE,,,,GENE XPERT GX4-4,0,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
GENEXPERT GX4-4 (NEW SKIN) WITH LAPTOP,SIMENS,Stockable,FALSE,,,,GENExpert new skin with laptop,0,,FALSE,FALSE,,,,,,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
GENEXPERT GX4-4 (old skin),Cephid,Stockable,FALSE,,,,GENE XPERT GX4-4,0,-100,FALSE,FALSE,3913043.478,,Cepheid HBDC SAS,GX4-4,9000,,0,,,,,,1,1,,1,1,,,,,,,,TRUE,,
