OrderNumber,InventoryStatus,PaymentStatus,Vendor,ContactName,Phone,VendorAddress1,VendorAddress2,VendorCity,VendorState,VendorCountry,VendorPostalCode,VendorAddressRemarks,ShipToCompanyName,ShipToAddress1,ShipToAddress2,ShipToCity,ShipToState,ShipToCountry,ShipToPostalCode,ShipToAddressRemarks,CurrencyCode,ExchangeRate,NonVendorCost,OrderDate,OrderRemarks,Freight,DueDate,DatePaid,AmountPaid,RequestedShipDate,VendorOrderNumber,Location,PaymentTerms,PaymentMethod,TaxingScheme,Tax1Rate,Tax2Rate,CalculateTax2OnTax1,Tax1Name,Tax2Name,Tax1OnShipping,Tax2OnShipping,ItemName,ItemDescription,ItemQuantity,ItemQuantityUoM,ItemUnitPrice,ItemDiscount,VendorItemCode,ItemSubtotal,ItemSerials,SpecialTaxRate,IsCancelled,
PO-000154,Fulfilled,Unpaid,Elitech Distribution (Reagents),Odile Chandavoine,+33 2 33 81 21 10,"Zone Industrill,61500",SEES- France,,,France,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,EUR,0.0019,,3/22/2018 10:24:07 AM,"TREMS: 

PAYMENT: 100% PAYMENT WITHIN 30 DAYS OF ORDER CONFIRMATION.

DELIVERY: WITHIN 28DAYS OF ORDER CONFIRMATIOM.

INCOTERMS: CIP LAGOS AIRPORT

PORT OF DESTINATION: LAGOS AIRPORT.




VIVIAN OPARA.
SUPPLY CHAIN DEPT.",,5/18/2018 12:00:00 AM,,0,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,False,True,TRIG MONO SL NEW 4X250 +STD,4x250ml TGML-0707,10,,42.23,0 %,TGML-0707,422.3,,Taxable,False,
PO-000154,Fulfilled,Unpaid,Elitech Distribution (Reagents),Odile Chandavoine,+33 2 33 81 21 10,"Zone Industrill,61500",SEES- France,,,France,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,EUR,0.0019,,3/22/2018 10:24:07 AM,"TREMS: 

PAYMENT: 100% PAYMENT WITHIN 30 DAYS OF ORDER CONFIRMATION.

DELIVERY: WITHIN 28DAYS OF ORDER CONFIRMATIOM.

INCOTERMS: CIP LAGOS AIRPORT

PORT OF DESTINATION: LAGOS AIRPORT.




VIVIAN OPARA.
SUPPLY CHAIN DEPT.",,5/18/2018 12:00:00 AM,,0,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,False,True,UREA UV SL  8X25 ML URSL 0250,UREA UV SL  8X25 ML,20,,23.29,0 %,URSL 0250,465.8,,Taxable,False,
PO-000154,Fulfilled,Unpaid,Elitech Distribution (Reagents),Odile Chandavoine,+33 2 33 81 21 10,"Zone Industrill,61500",SEES- France,,,France,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,EUR,0.0019,,3/22/2018 10:24:07 AM,"TREMS: 

PAYMENT: 100% PAYMENT WITHIN 30 DAYS OF ORDER CONFIRMATION.

DELIVERY: WITHIN 28DAYS OF ORDER CONFIRMATIOM.

INCOTERMS: CIP LAGOS AIRPORT

PORT OF DESTINATION: LAGOS AIRPORT.




VIVIAN OPARA.
SUPPLY CHAIN DEPT.",,5/18/2018 12:00:00 AM,,0,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,False,True,PHOSPHORUS 2X125 ML,PHOSPHORUS 2X125 ML PHOS-0600,10,,7.01,0 %,PHOS-0600,70.1,,Taxable,False,
PO-000154,Fulfilled,Unpaid,Elitech Distribution (Reagents),Odile Chandavoine,+33 2 33 81 21 10,"Zone Industrill,61500",SEES- France,,,France,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,EUR,0.0019,,3/22/2018 10:24:07 AM,"TREMS: 

PAYMENT: 100% PAYMENT WITHIN 30 DAYS OF ORDER CONFIRMATION.

DELIVERY: WITHIN 28DAYS OF ORDER CONFIRMATIOM.

INCOTERMS: CIP LAGOS AIRPORT

PORT OF DESTINATION: LAGOS AIRPORT.




VIVIAN OPARA.
SUPPLY CHAIN DEPT.",,5/18/2018 12:00:00 AM,,0,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,False,True,CALCIUM ARSENAZO 12X20 ML,CALCIUM ARSENAZO CALA-0250,15,,15.76,0 %,CALA-0250,236.4,,Taxable,False,
PO-000155,Fulfilled,Paid,TITAN TECHNOLOGIES NIG LTD,AUGUSTINE,8055118850,BLOCK A SUITE 23 FLOOR 2PRIMAL-TEK PLAZA.,SHASHA ROAD AKOWONJO,VICTORIA ISLAND,Lagos,Nigeria,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,NGN,1,,3/22/2018 1:46:16 PM,"Terms:

Payment: 100% advanced payment.

delivery within 2days of payment confirmation.

Destination: DAP Abuja(DCL House, Plot 1299, Fumilayo Ransome Kuti Road,Area 3, P.M.B 690 Garki,Abuja).





Vivian Opara
Supply Chain dept.",,,5/17/2018 9:46:58 AM,1395306,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,False,True,BD SENSI DISC  8-PLACE DISPENSER,BD SENSI DISC  8-PLACE DISPENSER,3,,469800,1 %,260660,1395306,,Taxable,False,
PO-000156,Started,Paid,"SunShine Medical Equipment Co., Ltd.",Eva,+86 15850644003,"Flat C9/F WINNING HOUSE 72-74 
WING LOK STREET",SHEUNG WAN,,HONG KONG,CHINA,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,USD,0.0023,,3/23/2018 10:10:00 AM,"TERMS:

PAYMENT: 100%ADVANCED PAYMENT.

DELIVERY ; WITHIN 7 DAYS  OF RECEIPT OF PO.


MODE OF SHIPMENT: AIR FREIGHT.

PORT OF DESTINATION: LAGOS AIRPORT.





VIVIAN OPARA
SUPPLY CHAIN DEPT.",3400,,4/25/2018 9:35:03 AM,8937,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,False,True,BIOBASE BIOSAFETY CABINET BSC1300IIBL-X,BSC-1300IIB2-X,1,,2880,0 %,BSC-1300IIB2-X,2880,,Taxable,False,
PO-000156,Started,Paid,"SunShine Medical Equipment Co., Ltd.",Eva,+86 15850644003,"Flat C9/F WINNING HOUSE 72-74 
WING LOK STREET",SHEUNG WAN,,HONG KONG,CHINA,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,USD,0.0023,,3/23/2018 10:10:00 AM,"TERMS:

PAYMENT: 100%ADVANCED PAYMENT.

DELIVERY ; WITHIN 7 DAYS  OF RECEIPT OF PO.


MODE OF SHIPMENT: AIR FREIGHT.

PORT OF DESTINATION: LAGOS AIRPORT.





VIVIAN OPARA
SUPPLY CHAIN DEPT.",3400,,4/25/2018 9:35:03 AM,8937,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,False,True,AIR COMPRESSOR,AIR COMPRSSOR,4,,400,0 %,,1600,,Taxable,False,
PO-000156,Started,Paid,"SunShine Medical Equipment Co., Ltd.",Eva,+86 15850644003,"Flat C9/F WINNING HOUSE 72-74 
WING LOK STREET",SHEUNG WAN,,HONG KONG,CHINA,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,USD,0.0023,,3/23/2018 10:10:00 AM,"TERMS:

PAYMENT: 100%ADVANCED PAYMENT.

DELIVERY ; WITHIN 7 DAYS  OF RECEIPT OF PO.


MODE OF SHIPMENT: AIR FREIGHT.

PORT OF DESTINATION: LAGOS AIRPORT.





VIVIAN OPARA
SUPPLY CHAIN DEPT.",3400,,4/25/2018 9:35:03 AM,8937,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,False,True,SAFETY SHOES,SAFETY SHOES,20,,12,0 %,PPE,240,,Taxable,False,
PO-000156,Started,Paid,"SunShine Medical Equipment Co., Ltd.",Eva,+86 15850644003,"Flat C9/F WINNING HOUSE 72-74 
WING LOK STREET",SHEUNG WAN,,HONG KONG,CHINA,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,USD,0.0023,,3/23/2018 10:10:00 AM,"TERMS:

PAYMENT: 100%ADVANCED PAYMENT.

DELIVERY ; WITHIN 7 DAYS  OF RECEIPT OF PO.


MODE OF SHIPMENT: AIR FREIGHT.

PORT OF DESTINATION: LAGOS AIRPORT.





VIVIAN OPARA
SUPPLY CHAIN DEPT.",3400,,4/25/2018 9:35:03 AM,8937,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,False,True,SAFETY JACKET,SAFETY JACKET,18,,30,0 %,PPE,540,,Taxable,False,
PO-000156,Started,Paid,"SunShine Medical Equipment Co., Ltd.",Eva,+86 15850644003,"Flat C9/F WINNING HOUSE 72-74 
WING LOK STREET",SHEUNG WAN,,HONG KONG,CHINA,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,USD,0.0023,,3/23/2018 10:10:00 AM,"TERMS:

PAYMENT: 100%ADVANCED PAYMENT.

DELIVERY ; WITHIN 7 DAYS  OF RECEIPT OF PO.


MODE OF SHIPMENT: AIR FREIGHT.

PORT OF DESTINATION: LAGOS AIRPORT.





VIVIAN OPARA
SUPPLY CHAIN DEPT.",3400,,4/25/2018 9:35:03 AM,8937,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,False,True,SAFETY GOOGLES,SAFETY GOOGLES,50,,0.3,0 %,PPE,15,,Taxable,False,
PO-000156,Started,Paid,"SunShine Medical Equipment Co., Ltd.",Eva,+86 15850644003,"Flat C9/F WINNING HOUSE 72-74 
WING LOK STREET",SHEUNG WAN,,HONG KONG,CHINA,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,USD,0.0023,,3/23/2018 10:10:00 AM,"TERMS:

PAYMENT: 100%ADVANCED PAYMENT.

DELIVERY ; WITHIN 7 DAYS  OF RECEIPT OF PO.


MODE OF SHIPMENT: AIR FREIGHT.

PORT OF DESTINATION: LAGOS AIRPORT.





VIVIAN OPARA
SUPPLY CHAIN DEPT.",3400,,4/25/2018 9:35:03 AM,8937,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,False,True,HELMENTS,HELMETS,12,,3,0 %,PPE,36,,Taxable,False,
PO-000156,Started,Paid,"SunShine Medical Equipment Co., Ltd.",Eva,+86 15850644003,"Flat C9/F WINNING HOUSE 72-74 
WING LOK STREET",SHEUNG WAN,,HONG KONG,CHINA,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,USD,0.0023,,3/23/2018 10:10:00 AM,"TERMS:

PAYMENT: 100%ADVANCED PAYMENT.

DELIVERY ; WITHIN 7 DAYS  OF RECEIPT OF PO.


MODE OF SHIPMENT: AIR FREIGHT.

PORT OF DESTINATION: LAGOS AIRPORT.





VIVIAN OPARA
SUPPLY CHAIN DEPT.",3400,,4/25/2018 9:35:03 AM,8937,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,False,True,SAFETY HAND GLOVES,HAND GLOVES,40,,0.4,0 %,PPE,16,,Taxable,False,
PO-000156,Started,Paid,"SunShine Medical Equipment Co., Ltd.",Eva,+86 15850644003,"Flat C9/F WINNING HOUSE 72-74 
WING LOK STREET",SHEUNG WAN,,HONG KONG,CHINA,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,USD,0.0023,,3/23/2018 10:10:00 AM,"TERMS:

PAYMENT: 100%ADVANCED PAYMENT.

DELIVERY ; WITHIN 7 DAYS  OF RECEIPT OF PO.


MODE OF SHIPMENT: AIR FREIGHT.

PORT OF DESTINATION: LAGOS AIRPORT.





VIVIAN OPARA
SUPPLY CHAIN DEPT.",3400,,4/25/2018 9:35:03 AM,8937,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,False,True,SAFETY HAND GLOVES,HAND GLOVES,8,,0,0 %,PPE,0,,Taxable,False,
PO-000156,Started,Paid,"SunShine Medical Equipment Co., Ltd.",Eva,+86 15850644003,"Flat C9/F WINNING HOUSE 72-74 
WING LOK STREET",SHEUNG WAN,,HONG KONG,CHINA,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,USD,0.0023,,3/23/2018 10:10:00 AM,"TERMS:

PAYMENT: 100%ADVANCED PAYMENT.

DELIVERY ; WITHIN 7 DAYS  OF RECEIPT OF PO.


MODE OF SHIPMENT: AIR FREIGHT.

PORT OF DESTINATION: LAGOS AIRPORT.





VIVIAN OPARA
SUPPLY CHAIN DEPT.",3400,,4/25/2018 9:35:03 AM,8937,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,False,True,HIGH VOLTAGE TUBE FOR TUBE SEALER,TUBE FOR TUBE SEALER,6,,35,0 %,,210,,Taxable,False,
PO-000157,Fulfilled,Paid,Orphee SA,Filip Ławnicki,"+48 22 751 79 10 (Ext.123)
","19, CH.DU champ des filles
1228 Plan –Les-Ouates",,,"Geneva
",Switzerland.,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,EUR,0.0019,,6/8/2018 12:00:00 AM,"TERMS:
PAYMENT: NET 30 DAYS

DELIVERY: WITHIN 7DAYS OF RECEIPT OF PO.

MODE OF SHIPMENT: COURIER DHL(DOOR TO DOOR)




VIVIAN OPARA
SUPPLY CHAIN DEPT.",160,8/10/2018 2:10:25 PM,8/30/2018 10:56:10 AM,1011,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",NET30,,No Tax,0,0,False,,,False,True,"MYT-3D TRI LEVEL LOW CONTROLS FOR MYTHIC 18.TRI LEVEL., 6X2,5ML ",MYT-3D TRI LEVEL Controls for Mythic 18.TRI LEVEL,2,,39.5,0 %,MYT 302,79,,Taxable,False,
PO-000157,Fulfilled,Paid,Orphee SA,Filip Ławnicki,"+48 22 751 79 10 (Ext.123)
","19, CH.DU champ des filles
1228 Plan –Les-Ouates",,,"Geneva
",Switzerland.,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,EUR,0.0019,,6/8/2018 12:00:00 AM,"TERMS:
PAYMENT: NET 30 DAYS

DELIVERY: WITHIN 7DAYS OF RECEIPT OF PO.

MODE OF SHIPMENT: COURIER DHL(DOOR TO DOOR)




VIVIAN OPARA
SUPPLY CHAIN DEPT.",160,8/10/2018 2:10:25 PM,8/30/2018 10:56:10 AM,1011,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",NET30,,No Tax,0,0,False,,,False,True,MYT-5D TRI LEVEL LOW CONTROLS FOR MYTHIC 22.TRI LEVEL.,"MYT-5D TRI LEVEL Controls for Mythic 22.TRI LEVEL., MYT 502, 6x3ml",8,,59,0 %,MYT 502,472,,Taxable,False,
PO-000157,Fulfilled,Paid,Orphee SA,Filip Ławnicki,"+48 22 751 79 10 (Ext.123)
","19, CH.DU champ des filles
1228 Plan –Les-Ouates",,,"Geneva
",Switzerland.,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,EUR,0.0019,,6/8/2018 12:00:00 AM,"TERMS:
PAYMENT: NET 30 DAYS

DELIVERY: WITHIN 7DAYS OF RECEIPT OF PO.

MODE OF SHIPMENT: COURIER DHL(DOOR TO DOOR)




VIVIAN OPARA
SUPPLY CHAIN DEPT.",160,8/10/2018 2:10:25 PM,8/30/2018 10:56:10 AM,1011,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",NET30,,No Tax,0,0,False,,,False,True,"MYT-CAL CALIBRATOR , 2X2,5ML ","MYT-CAL Calibrator , MYT-CAL 2, 2x2,5ml",8,,37.5,0 %,MYT-CAL,300,,Taxable,False,
PO-000158,Fulfilled,Paid,SOUNDSYSTEM GLOBAL VENTURES,HENRY .B NATHAN,8152770023,Adepele Street,Ikeja,,Lagos,Nigeria,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,NGN,1,,3/23/2018 1:38:11 PM,"TERMS:

PAYMENT: 100% advanced payment.

DELIVERY: Within 2day of receipt of PO.

DESTINATION: DCL House plot 1299 Fumilayo Kuti Road Area 3 Garki. Abuja.





VIVIAN OPARA
SUPPLY CHAIN DEPT.",,,8/30/2018 10:56:37 AM,3861200,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,False,True,APC UPS 5KVA BACKUP,APC UPS 5KVA BACK UP,6,,510000,2 %,5KVA,2998800,,Taxable,False,
PO-000158,Fulfilled,Paid,SOUNDSYSTEM GLOBAL VENTURES,HENRY .B NATHAN,8152770023,Adepele Street,Ikeja,,Lagos,Nigeria,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,NGN,1,,3/23/2018 1:38:11 PM,"TERMS:

PAYMENT: 100% advanced payment.

DELIVERY: Within 2day of receipt of PO.

DESTINATION: DCL House plot 1299 Fumilayo Kuti Road Area 3 Garki. Abuja.





VIVIAN OPARA
SUPPLY CHAIN DEPT.",,,8/30/2018 10:56:37 AM,3861200,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,False,True,APC UPS 3KVA,APC UPS 3KVA,1,,270000,2 %,3KVA,264600,,Taxable,False,
PO-000158,Fulfilled,Paid,SOUNDSYSTEM GLOBAL VENTURES,HENRY .B NATHAN,8152770023,Adepele Street,Ikeja,,Lagos,Nigeria,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,NGN,1,,3/23/2018 1:38:11 PM,"TERMS:

PAYMENT: 100% advanced payment.

DELIVERY: Within 2day of receipt of PO.

DESTINATION: DCL House plot 1299 Fumilayo Kuti Road Area 3 Garki. Abuja.





VIVIAN OPARA
SUPPLY CHAIN DEPT.",,,8/30/2018 10:56:37 AM,3861200,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,False,True,APC UPS 2.2KVA,APC UPS 2.2 KVA,1,,190000,2 %,2.2KVA,186200,,Taxable,False,
PO-000158,Fulfilled,Paid,SOUNDSYSTEM GLOBAL VENTURES,HENRY .B NATHAN,8152770023,Adepele Street,Ikeja,,Lagos,Nigeria,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,NGN,1,,3/23/2018 1:38:11 PM,"TERMS:

PAYMENT: 100% advanced payment.

DELIVERY: Within 2day of receipt of PO.

DESTINATION: DCL House plot 1299 Fumilayo Kuti Road Area 3 Garki. Abuja.





VIVIAN OPARA
SUPPLY CHAIN DEPT.",,,8/30/2018 10:56:37 AM,3861200,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,False,True,HP LASER JET PRINTER P2035 ,HP LASER JET PRINTER P2035,6,,70000,2 %,P2035,411600,,Taxable,False,
PO-000159,Fulfilled,Paid,LASANY,Mr. Harsh ,0091-91-9357547917,"479, Sector-17, Panchkula (Chandigarh) -134109, Haryana (INDIA)",,,,,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,USD,0.0023,,3/26/2018 11:28:02 AM,"TERMS:
PAYMENT: 100% ADVANCED PAYMENT

DELIVERY: WITHIN 7 DAYS OF PAYMENT CONFIRMATION.

MODE OF SHIPMENT: AIRFREIGHT

PORT OF DESTINATION: LAGOS AIRPORT.





VIVIAN OPARA.
SUPPLY CHAIN DEPT.",385,,8/30/2018 10:56:57 AM,7375,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,False,True,"OLYMPUS MICROSCOPE, CX21i","Make: olympus
model: CX21i

",10,pcs.,699,0 %,CX21I,6990,,Taxable,False,
PO-000160,Fulfilled,Paid,"Shanghai ZJ Bio-tech Co., Ltd",Linda Zhao,Mobile: +86 13916420850,"No.26 Building, No.588 Xinjunhuan Road, ",,Shanghai,,China,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,USD,0.0023,,3/29/2018 12:21:01 PM,"TERMS:

PAYMENT: 100% ADVANCED PAYMENT.

DELIVERY: WITHIN 7DAYS OF PAYMENT CONFIRMATION.


INCOTERMS: CIP LAGOS AIRPORT



VIVIAN OPARA
SUPPLY CHAIN DEPT.",650,,8/30/2018 10:57:16 AM,23637.8,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,False,True,MIC q-PCR,MIC q-PCR,2,,10000,0 %,MIC q-PCR,20000,,Taxable,False,
PO-000160,Fulfilled,Paid,"Shanghai ZJ Bio-tech Co., Ltd",Linda Zhao,Mobile: +86 13916420850,"No.26 Building, No.588 Xinjunhuan Road, ",,Shanghai,,China,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,USD,0.0023,,3/29/2018 12:21:01 PM,"TERMS:

PAYMENT: 100% ADVANCED PAYMENT.

DELIVERY: WITHIN 7DAYS OF PAYMENT CONFIRMATION.


INCOTERMS: CIP LAGOS AIRPORT



VIVIAN OPARA
SUPPLY CHAIN DEPT.",650,,8/30/2018 10:57:16 AM,23637.8,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,False,True,HBV PCR KIT,"HBV Quantitative Real Time
PCR Kit (Packing with 4 diluted standards)
DNA Extraction Buffer
HBV Reaction Mix
PCR Enzyme Mix
Molecular Grade Water
Internal control (IC) HBV QS1 (5×107IU/ml)
HBV QS2 (5×106IU/ml)
HBV QS3 (5×105IU/ml)
HBV QS4 (5×104IU/ml)

",2,,246,40 %,HD-0002-02-A+B,295.2,,Taxable,False,
PO-000160,Fulfilled,Paid,"Shanghai ZJ Bio-tech Co., Ltd",Linda Zhao,Mobile: +86 13916420850,"No.26 Building, No.588 Xinjunhuan Road, ",,Shanghai,,China,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,USD,0.0023,,3/29/2018 12:21:01 PM,"TERMS:

PAYMENT: 100% ADVANCED PAYMENT.

DELIVERY: WITHIN 7DAYS OF PAYMENT CONFIRMATION.


INCOTERMS: CIP LAGOS AIRPORT



VIVIAN OPARA
SUPPLY CHAIN DEPT.",650,,8/30/2018 10:57:16 AM,23637.8,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,False,True,HCV PCR KIT,"HCV Real Time RT-PCR Kit
(Packing with 4 diluted standards)
HCV Super Mix
RT-PCR Enzyme Mix
Molecular Grade Water
Internal Control
HCV QS1 (5×107 IU/ml) HCV QS2 (5×106 IU/ml) HCV QS3 (5×105 IU/ml)
HCV QS4 (5×104 IU/ml)
",2,,323,40 %,HR-0008-02-A+B,387.6,,Taxable,False,
PO-000160,Fulfilled,Paid,"Shanghai ZJ Bio-tech Co., Ltd",Linda Zhao,Mobile: +86 13916420850,"No.26 Building, No.588 Xinjunhuan Road, ",,Shanghai,,China,,,DCL Laboratory Products Ltd,"DCL House, Plot 1299, Fumilayo Ransome Kuti Road","Area 3, P.M.B 690 Garki",Abuja,,Nigeria,PMB 690,,USD,0.0023,,3/29/2018 12:21:01 PM,"TERMS:

PAYMENT: 100% ADVANCED PAYMENT.

DELIVERY: WITHIN 7DAYS OF PAYMENT CONFIRMATION.


INCOTERMS: CIP LAGOS AIRPORT



VIVIAN OPARA
SUPPLY CHAIN DEPT.",650,,8/30/2018 10:57:16 AM,23637.8,,,"DCL House, Plot 1299 Fumilayo Ransome Kuti Way, Area 3, PMB 690 Garki, Abuja",,,No Tax,0,0,False,,,False,True,HIV 1 PCR KIT,"HIV-1 Real Time RT-PCR Kit
(Packing with 4 diluted standards)
HIV-1 Super Mix
RT-PCR Enzyme Mix
Molecular Grade Water
Internal Control
HIV-1 QS1 (5×107 IU/ml) HIV-1 QS2 (5×106 IU/ml)
HIV-1 QS3 (5×105 IU/ml) HIV-1 QS4 (5×104 IU/ml)	25test/kit
",2,,400,40 %,SR-0020-02-A+B,480,,Taxable,False,
